宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
Ｂｅｐｐｕ　Ｈｅｒｉｔａｇｅ　４Ａ　　オーシャンビューで南国気分！／民泊,185823,,,33.30816468,131.5009391,大分県別府市中須賀東町10組の1　エリタージュ21,011-827-8018
別府城島温泉　城島高原ホテル,7084,,,33.26253918,131.4251338,大分県別府市城島高原123番地,0977-22-1162
由布露天　時のまにまに　＾,176224,,,33.2618436,131.3546676,大分県由布市湯布院町川北26－3　ＹＵＨＵＲＯＴＥＮ　ＴＯＫＩ　ＮＯ　ＭＡＮＩＭＡＮＩ,090-4984-7350
ＥＴＡＶＩＡ　湯布院駅前,172663,,,33.26256058,131.3555476,大分県由布市湯布院町川北6-6,0977-85-7188
ＹＵＦＵ－ＩＮＮ　藤・松　＾,195767,,,33.262336,131.3562123,大分県由布市湯布院町川上3732-1,080-1774-0297
由布院駅徒歩２分！新築、露天風呂付き＊貸切一軒家　＾,169330,,,33.2624881,131.3561422,大分県由布市湯布院町川上3732-1　ＹＵＦＵ-ＩＮＮ　-　ＭＡＴＳＵ　ＳＵＩＴＥ,070-4476-4873
湯布院　宙　＾,194136,,,33.26115071,131.356218,大分県由布市湯布院町川上3729-1　湯布院　宙,090-4984-7350
由布院温泉　由布院ことぶき　花の庄,20591,,,33.26176571,131.3565927,大分県由布市湯布院町川上2900-5,0977-84-2161
湯布院　京庵　＾,176254,,,33.26249158,131.356394,大分県由布市湯布院町川上3728-5　ＹＵＦＵＩＮ　ＫＹＯＡＮ,090-4984-7350
和モダン温泉館　湯布院あかりの宿,179191,,,33.2618973,131.3568727,大分県由布市湯布院町川上2915-15,0977-85-2800
ＧＥＭＳ　ＹＵＦＵＩＮ,188341,,,33.2633069,131.3559332,大分県由布市湯布院町川北2-11,0977-84-7311
旅の宿　花景色　＾,170440,,,33.2636821,131.357168,大分県由布市湯布院町川上2937-1　旅の宿　花景色,090-4984-7350
華梓　＾,176134,,,33.2635205,131.3573861,大分県由布市湯布院町川上2937－12　Ｈａｎａ　Ａｚｕｓａ,080-8954-8705
かわもと別邸ｇａｒｄｅｎ,193572,,,33.2592041,131.3543898,大分県由布市湯布院町川南42-1,092-980-4595
由布院温泉　ペンション　ゆふいん,38971,,,33.2597676,131.3573686,大分県由布市湯布院町川南138-1,0977-85-3311
由布の湯　楽　＾,190056,,,33.2625081,131.3584469,大分県由布市湯布院町川上2967-9　由布の湯　楽,080-8954-8705
由布院　六花,167953,,,33.26239002,131.3516849,大分県由布市湯布院町川上3612-2,0977-76-8460
由布院温泉　旅館　百合,68576,,,33.26207683,131.358662,大分県由布市湯布院町川上2968-10,0977-84-3128
由布院温泉　ゆふいん山水館,1678,,,33.25901047,131.3566289,大分県由布市湯布院町大字川南108-1,0977-84-2101
由布院温泉　別荘　ふるさと,30752,,,33.25874934,131.3544235,大分県由布市湯布院町川南89-2,0977-84-2777
かわもと９２６別邸,181843,,,33.2587024,131.3553751,大分県由布市湯布院町川南92-6,092-980-4595
Ｋａｍｏｎ,192841,,,33.2640838,131.3578851,大分県由布市湯布院町川上2941-1,097-547-8726
湯めぐりの館　吉野桜　Ｙｕｍｅｇｕｒｉ－ｎｏ－ｙａｋａｔａ　Ｙｏｓｈｉｎｏｚａｋｕｒａ　＾,171799,,,33.26499311,131.3541483,大分県由布市湯布院町川上3645-1　Ｙｕｍｅｇｕｒｉ　ｎｏ　ｙａｋａｔａ　Ｙｏｓｈｉｎｏｚａｋｕｒａ,090-4984-7350
由布院温泉　湯布院旅館のぎく,153349,,,33.260237,131.3586297,大分県由布市湯布院町川上2879-1,0977-85-3372
高のや　月　＾,169266,,,33.25855542,131.3537832,大分県由布市湯布院町川南字白田87-4、87-9　Ｔａｋａｎｏｙａ　Ｔｓｕｋｉ,080-1774-0297
高のや　雲　＾,169020,,,33.25853989,131.3538001,大分県由布市湯布院町川南字白田87－4、87－12　Ｔａｋａｎｏｙａ　Ｋｕｍｏ,080-1774-0297
木蓮の花　＾,176103,,,33.26468033,131.3573442,大分県由布市湯布院町川上字野田3055-1　ＳＨＡＫＵＮＡＧＥ－ＢＥＫＫＡＮ,090-4984-7350
高のや　星　＾,169018,,,33.25852032,131.3538021,大分県由布市湯布院町川南字白田87-4、87-12　Ｔａｋａｎｏｙａ　Ｈｏｓｈｉ,080-1774-0297
翠田の宿　＾,190878,,,33.260865,131.3590824,大分県由布市湯布院町川上2891-4　翠田の宿,090-4984-7350
由布院温泉　御宿　陣の内,51691,,,33.25847441,131.3562595,大分県由布市湯布院町川南107-1,0977-84-3221
石楠花　本館　＾,176101,,,33.26474448,131.3574153,大分県由布市湯布院町川上字野田3055-1　Ｓｈａｋｕｎａｇｅ,090-4984-7350
由布院　オッポ,188848,,,33.265093,131.353593,大分県由布市湯布院町川上3625-7,090-3144-5220
湯布院旅館　おかえり,31793,,,33.2583871,131.3564854,大分県由布市湯布院町川南103-5,0977-76-6288
Ａｓｓｉの家,167182,,,33.2653228,131.353741,大分県由布市湯布院町川上3641-2,0977-85-7688
由布院温泉　旅想　ゆふいん　やまだ屋,54128,,,33.26189076,131.3598119,大分県由布市湯布院町川上2855-1,0977-85-3185
由布院倶楽部,184560,,,33.2644895,131.3585715,大分県由布市湯布院町川上2952-1,0977-28-2600
ＷＥＳＴ　ｉｎ,179026,,,33.26551476,131.3567436,大分県由布市湯布院町川上3077-1,080-5333-1200
由布院温泉　８Ａ１（やえいち）,198577,,,33.2579525,131.3537401,大分県由布市湯布院町川南67-2,0977-75-7119
由布院温泉　シティホテルビッグベアー,7906,,,33.26493204,131.3581064,大分県由布市湯布院町川上3049-1,0977-84-5300
【せせらぎ庵】　＾,168858,,,33.26340441,131.3505667,大分県由布市湯布院町川上字宮園前3602－10　ＹＵＦＵＩＮ　ＳＥＳＥＲＡＧＩＡＮ,080-1774-0297
和モダンな温泉旅館　湯布院らんぷの宿,166507,,,33.2657673,131.3536327,大分県由布市湯布院町川上3639-1,0977-76-8611
山の翠　Ｄ　和心（わしん）２０２５年４月新築オープン　＾,194390,,,33.26313036,131.350207,大分県由布市湯布院町川上3797-5　山の翠　Ｄ　（和心）,090-4984-7350
山の翠　Ｃ　山水（さんすい）２０２５年４月新築オープン　＾,194389,,,33.26313372,131.3501977,大分県由布市湯布院町川上3797-5　山の翠　Ｃ　（山水）,090-4984-7350
山の翠　Ｅ　水音（すいおん）　２０２５年４月新築オープン　＾,194396,,,33.2631169,131.3501842,大分県由布市湯布院町川上3797-5　山の翠Ｅ（水音）,090-4984-7350
山の翠　Ｂ　清風（せいふ）２０２５年４月新築オープン　＾,194388,,,33.26313036,131.3501869,大分県由布市湯布院町川上3797-5　山の翠　Ｂ　（清風）,090-4984-7350
山の翠　Ｆ　由布（ゆふ）　２０２５年４月新築オープン　＾,194397,,,33.26312811,131.3501695,大分県由布市湯布院町川上3797-5　山の翠　由布,090-4984-7350
山の翠　Ａ　夕月（ゆうげつ）２０２５年４月新築オープン　＾,194387,,,33.26312699,131.3501534,大分県由布市湯布院町川上3797-5　山の翠　Ａ　（夕月）,090-4984-7350
竹屋,184580,,,33.2653011,131.352007,大分県由布市湯布院町川上3515-5,0977-84-7131
由布の湯　永来　＾,168877,,,33.2633338,131.350187,大分県由布市湯布院町川上3602－11　ＹＵＦＵ　ＮＯ　ＹＵ　ＴＯＫＩ,080-1774-0297
由布院温泉　お宿　有楽,104780,,,33.2610492,131.3603868,大分県由布市湯布院町川上2868-5,0977-28-2700
由布の湯　四季　＾,176129,,,33.25747684,131.3535936,大分県由布市湯布院町川南76-6　Ｙｕｆｕ－ｎｏ－ｙｕ　Ｓｈｉｋｉ,080-8954-8705
由布の湯　癒　＾,176130,,,33.2574352,131.3536349,大分県由布市湯布院町川南76-6　Ｙｕｆｕ－ｎｏ－ｙｕ　Ｉｙａｓｈｉ,080-8954-8705
由布院いよとみ,27922,,,33.25751697,131.3568893,大分県由布市湯布院町川南848番地,0977-84-2007
由布院温泉　蓮輪ＩＮＮ,76390,,,33.25728565,131.3560345,大分県由布市湯布院町川南837-8,0977-85-5199
由布の里　旅荘　牧場の家,108557,,,33.26072979,131.3604924,大分県由布市湯布院町川上2870-1,0977-84-2138
ＭＯＮＯＭＩＮＡ　Ｖａｃａｔｉｏｎ　Ｖｉｌｌａ　＾,191211,,,33.25735974,131.3533851,大分県由布市湯布院町川南76-8　ＭＯＮＯＭＩＮＡ　Ｖａｃａｔｉｏｎ　Ｖｉｌｌａ,0977-84-5050
神秘の川　清白　＾,191210,,,33.2573418,131.3533851,大分県由布市湯布院町川南76-2　神秘の川　清白,090-4984-7350
由布院　山ぼうし,134903,,,33.26538201,131.3587563,大分県由布市湯布院町川上3045-5,0977-84-2108
由布院温泉　旅館たつみ,16073,,,33.26559864,131.3585591,大分県由布市湯布院町川上3060-8,0977-84-3175
由布院　つるのゆ,67975,,,33.26493763,131.3595007,大分県由布市湯布院町川上2986-5,0977-85-2811
由布院温泉　山荘　田名加,20454,,,33.25826616,131.3590593,大分県由布市湯布院町川南286-1,0977-85-4500
ＡＭＢＥＲ　Ｙｕｆｕｉｎ,193528,,,33.2571718,131.3568051,大分県由布市湯布院町川南839-12,0977-75-9238
由布院温泉　旅館　しらたき,161008,,,33.2653311,131.3595683,大分県由布市湯布院町川上2987-2,0977-84-2360
湯布の雫〜暁〜　＾,191152,,,33.26697562,131.3555736,大分県由布市湯布院町川上3673-2　由布の雫～朝霧・夕凪・暁～,0977-84-5050
湯布の雫　朝霧　＾,191150,,,33.26699244,131.3555602,大分県由布市湯布院町川上3673-2　由布の雫～朝霧・夕凪・暁～,0977-84-5050
湯布の雫〜夕凪〜　＾,191151,,,33.26699244,131.355587,大分県由布市湯布院町川上3673-2　由布の雫～朝霧・夕凪・暁～,0977-84-5050
ゆふいんフローラハウス,136192,,,33.25738555,131.3515294,大分県由布市湯布院町川南71-1,0977-84-2718
宇都宮　＾,190382,,,33.26721336,131.3552226,大分県由布市湯布院町川上3677-1　宇都宮,090-4984-7350
湯布院　小さな貸別荘　ラスタグラス,158442,,,33.2568177,131.3579381,大分県由布市湯布院町川南305-11,090-8392-9822
由布院温泉　旅館　はちすの糸,181856,,,33.2665641,131.3517448,大分県由布市湯布院町川上3535-5,0977-85-3535
由布院温泉　由布の小部屋,17935,,,33.26289623,131.3616033,大分県由布市湯布院町川上2782-7,0977-84-3267
湯布院　恵の里　＾,168884,,,33.2630917,131.3616776,大分県由布市湯布院町川上2778－3　ＹＵＦＵＩＮ　ＭＥＧＵＭＩ　ＮＯ　ＳＡＴＯ,090-4984-7350
湯布院　縁庵　＾,168883,,,33.2630351,131.3616944,大分県由布市湯布院町川上2778－4　ＹＵＦＵＩＮ　ＹＵＫＡＲＩ　ＡＮ,090-4984-7350
岳見の宿　＾,191191,,,33.2564959,131.3584304,大分県由布市湯布院町川南336-8　岳見の宿,03-6823-8830
お宿　柚木温泉　＾,170248,,,33.2659346,131.3498556,大分県由布市湯布院町川上3498-1・3498-6　ＯＹＡＤＯ　ＹＵＫＩ　ＯＮＳＥＮ,080-7423-8614
湯布院　お宿　柚木温泉,184820,,,33.2659328,131.349842,大分県由布市湯布院町川上3498-1・3498-6,080-7625-0379
旅館やまなみ,198752,,,33.267509,131.352551,大分県由布市湯布院町川上3549-2,0977-85-3711
かわもと別邸３４６６,183025,,,33.2557126,131.3555709,大分県由布市湯布院町川南346-6,092-980-4595
Ｃｏｍｉｎｋａ　Ｙｕｆｕｉｎ,182698,,,33.2603348,131.3479376,大分県由布市湯布院町川北383‐2,0977-75-9238
由布院温泉　お宿　五輪花,31742,,,33.26344868,131.3479657,大分県由布市湯布院町川北177,0977-85-3435
ＣＯＭＩＣＯ　ＡＲＴ　ＨＯＵＳＥ　ＹＵＦＵＩＮ,196088,,,33.2652947,131.3613162,大分県由布市湯布院町川上2995-1,0977-76-8166
由布院温泉　湯らり　六妙,108574,,,33.26726791,131.3590062,大分県由布市湯布院町川上3090-1,0977-85-2200
由布院温泉　山紫御泊処　はなの舞,72856,,,33.26412389,131.3624588,大分県由布市湯布院町川上2755-2,0977-84-5700
由布院温泉　ゆふいんホテル秀峰館,28141,,,33.2599577,131.3627005,大分県由布市湯布院町川上2415-2,0977-84-5111
源泉掛け流しの離れ宿　由布院別邸　風の森,54134,,,33.25555533,131.3577317,大分県由布市湯布院町川南371-1,0977-84-2510
ゆふいんバース　里山茶風,158635,,,33.2551818,131.3556383,大分県由布市湯布院町川南828-1,0977-76-5755
由布院温泉　旅館　古都の花心,147695,,,33.26708422,131.3599808,大分県由布市湯布院町川上1018-7,0977-85-4557
ホテル木綿恋記（ゆふごいき）,198052,,,33.2639512,131.3626917,大分県由布市湯布院町川上2760-1,0977-84-3766
由布院温泉　旅館　冨季の舎,32186,,,33.25493592,131.3560513,大分県由布市湯布院町川南814-1,0977-84-5811
由布院温泉　エステの宿　上の杜（かんのもり）,30954,,,33.26773455,131.3604672,大分県由布市湯布院町川上1023-5,0977-84-2701
由布院温泉　かほりの郷　はな村,43826,,,33.26675135,131.3618115,大分県由布市湯布院町川上3015-1,0977-84-4000
ｔｕｕｌｉ　ＹＵＦＵ　啓ーＫＥＩー【悠然】　＾,194917,,,33.26811658,131.3601931,大分県由布市湯布院町川上1023-1-1　ｔｕｕｌｉ　ＹＵＦＵ　啓-ＫＥＩ-【悠然】,090-7168-8600
ｔｕｕｌｉ　ＹＵＦＵ　啓ーＫＥＩー【悠々】　＾,194916,,,33.26810761,131.3602307,大分県由布市湯布院町川上1023-1-1　ｔｕｕｌｉ　ＹＵＦＵ　啓-ＫＥＩ-【悠々】,090-7168-8600
由布院　玉の湯,180079,,,33.26560522,131.363063,大分県由布市湯布院町川上2731-1,0977-84-2158
由布院　ＺＥＮ,168504,,,33.26505709,131.3466442,大分県由布市湯布院町川北596,0977-85-7700
由布院温泉　榎屋旅館,28502,,,33.26627643,131.3628004,大分県由布市湯布院町川上1086-2,0977-85-2285
由布院温泉　日の春旅館,30707,,,33.26645974,131.3627559,大分県由布市湯布院町川上1082-1,0977-84-3106
湯布院　柚木庵,184399,,,33.2637924,131.3643682,大分県由布市湯布院町川上2688-12,080-7625-0379
星湯　ＨＯＳＨＩＹＵ　＾,199608,,,33.2537624,131.3569759,大分県由布市湯布院町川南797-6,090-4984-7350
Ｙｕｆｕｉｎ　Ｏｎｓｅｎ　Ｖｉｌｌａ　森泉庵　＾,195764,,,33.253761,131.3570884,大分県由布市湯布院町川南797-7　森泉庵,080-1189-4760
由布院温泉　御宿　田　離宮,176658,,,33.26020854,131.3647562,大分県由布市湯布院町川上2417-1,0977-76-8898
湯布院温泉　御宿　由府両築,68226,,,33.26639309,131.363267,大分県由布市湯布院町川上1097-1,0000-00-0000
こもれびの宿　＾,193836,,,33.2536739,131.3567458,大分県由布市湯布院町川南796-1　こもれびの宿,090-4984-7350
由布院温泉　御宿　ゆふいん亭,41838,,,33.26818729,131.3614254,大分県由布市湯布院町川上山畔1027-3,0977-85-4296
ＴＥＲＲＡ湯布院,195983,,,33.2650641,131.3458994,大分県由布市湯布院町川北595-6,092-980-4595
湯布院温泉　由布の宿　きふう,84596,,,33.25606369,131.3625284,大分県由布市湯布院町川南258-5,0977-84-3336
由布院温泉　湯布院　やわらぎの郷　やどや,20590,,,33.26509326,131.3645364,大分県由布市湯布院町川上2717-5,0977-28-2828
由布院温泉　旅の宿　ぽっぽ庵,70705,,,33.25340269,131.3526405,大分県由布市湯布院町川南909-1,0977-84-5757
和モダンな温泉旅館　湯布院旅の蔵,147790,,,33.2632033,131.365318,大分県由布市湯布院町川上2655-3,050-3528-7717
天空の宿　＾,186746,,,33.2533968,131.3579141,大分県由布市湯布院町川南400-3-2　天空の宿,090-4984-7350
由布院ＳＴＡＹ玉の湯,193039,,,33.2655426,131.3645647,大分県由布市湯布院町川上2711-1,0977-85-8717
由布院温泉　山のホテル　夢想園,44815,,,33.25300962,131.3549813,大分県由布市湯布院町川南1243,0977-84-2171
由布院温泉　御宿　なか屋,70800,,,33.26649587,131.364053,大分県由布市湯布院町川上1530-2,0977-84-3835
大杉の宿　＾,186745,,,33.2532031,131.3577542,大分県由布市湯布院町川南400-3　大杉の宿,090-4984-7350
由布院温泉　旅館　めばえ荘,70229,,,33.25666365,131.3638116,大分県由布市湯布院町川南249-1,0977-85-3878
リゾート湯布院　〜Ｇｒａｎｄｐｉａ　Ｒｅｓｏｒｔ　ＹＵＦＵＩＮ〜,183101,,,33.265235,131.3650751,大分県由布市湯布院町川上2710-18,0977-33-9022
Ｙｕｆｕｉｎ　Ｌｕｘｕｒｙ　Ｖｉｌｌａ　－ｚａｋｕｒｏ－,158659,,,33.2536028,131.3500302,大分県由布市湯布院町川南1043-1,0977-76-8115
別邸ＧＥＮＳＥＮ,179660,,,33.2660656,131.3648908,大分県由布市湯布院町川上1530-10,0977-75-9238
由布岳露天ななふし　＾,194999,,,33.263285,131.3660036,大分県由布市湯布院町川上2612-6,090-4984-7350
由布院別邸　樹,144474,,,33.264569,131.365699,大分県由布市湯布院町川上2652-2,050-3528-2931
グランステイ＊ユフイン,193392,,,33.2655955,131.3652925,大分県由布市湯布院町川上2708,0977-75-6800
由布院温泉　癒しの里　観布亭,56821,,,33.26915386,131.3620087,大分県由布市湯布院町川上1065-2,0977-28-8818
湯布院　ログハウスの宿　トムソーヤ,178199,,,33.2654868,131.3447587,大分県由布市湯布院町川北586-3,090-6898-7323
由布院温泉　貸別荘　はこぶね,196378,,,33.2649432,131.3657368,大分県由布市湯布院町川上2701,070-8346-4708
由布院温泉　想い出の宿　はなせん,41933,,,33.26069935,131.3663058,大分県由布市湯布院町川上2485-9,0977-84-3783
Ｍｉｓｏｒａ　Ｙｕｆｕｉｎ,187102,,,33.2528573,131.3511062,大分県由布市湯布院町川南1153-11,0977-75-9238
ＬＥＮＴＯ湯布院,198779,,,33.2534447,131.3607422,大分県由布市湯布院町川南483-1,080-1039-0401
由布院温泉　由布岳一望の宿　美星〜きらら〜,80661,,,33.25475829,131.3628979,大分県由布市湯布院町川南547-1,0120-330-835
由布院温泉　吉祥開運亭　無尽蔵,31261,,,33.26709859,131.3647335,大分県由布市湯布院町川上1536番地1　湯の坪街道沿い,0977-84-2236
由布院温泉　東匠庵,75289,,,33.25310737,131.3497951,大分県由布市湯布院町川南1044-1,050-3528-3816
由布院温泉　全室露天付き離れ宿　御宿　さくら亭,145315,,,33.258369,131.366499,大分県由布市湯布院町川上宮ノ脇2172,0977-85-2838
由布院温泉　ゆふいん夢ひろば　別邸,108655,,,33.26587098,131.366214,大分県由布市湯布院町川上2635,0977-84-3402
由布院温泉　湯布院山荘　吾亦紅,76812,,,33.25414726,131.3630923,大分県由布市湯布院町川南589,0977-85-3331
ＹＵＦＵＩＮ　ＦＬＯＲＡＬ　ＶＩＬＬＡＧＥ　ＨＯＴＥＬ,141261,,,33.26742998,131.3652855,大分県由布市湯布院町川上1503-3,070-5479-0888
湯布院別荘　受け月,153133,,,33.2672447,131.3654707,大分県由布市湯布院町川上1503-7,0977-84-2737
ｉＯＲｉ　Ｙｕｆｕｉｎ,183031,,,33.2669765,131.3657549,大分県由布市湯布院町川上1540‐4,0977-75-9238
山紫水明の宿　わさく,187438,,,33.2588474,131.3669839,大分県由布市湯布院町川上2166-3,080-9281-3651
由布院温泉　草庵秋桜,139452,,,33.26674033,131.3660195,大分県由布市湯布院町川上1500,0977-85-4567
由布院温泉　秘密基地　時のかけら　─Ｓｅｃｒｅｔ　ｂａｓｅ　ＴＯＫＩ　ＮＯ　ＫＡＫＥＲＡ─,84651,,,33.25571062,131.3450189,大分県由布市湯布院町川北2258-4,0977-84-2622
由布院温泉　旅館光の家,14835,,,33.25973686,131.3673829,大分県由布市湯布院町川上2490,0977-85-3011
由布院温泉　柚富の郷　彩岳館,20453,,,33.25457778,131.3641895,大分県由布市湯布院町川上2378-1,0977-44-5000
由布院温泉　旅館　ほたるの宿　仙洞,41834,,,33.26561547,131.3668306,大分県由布市湯布院町川上2634-1,0977-84-4294
ペンション長閑郷,28365,,,33.27216167,131.3524706,大分県由布市湯布院町川上3283-1,0977-84-5321
ＣＯＣＯ　ＶＩＬＬＡ　湯布院　＾,199673,,,33.2637107,131.367706,大分県由布市湯布院町川上1815-6,03-6435-4032
湯布院温泉　おやど花の湯,162718,,,33.26564157,131.3430086,大分県由布市湯布院町川北644-3,0977-28-2511
由布院温泉　由布院　寛ぎの宿　なな川,76428,,,33.26647371,131.3668167,大分県由布市湯布院町川上1551-8,0977-85-3508
おやど　開花亭,137975,,,33.25954396,131.3681751,大分県由布市湯布院町川上2150-1,0977-28-8878
由布院温泉　旅亭　田乃倉,38277,,,33.26649038,131.3672527,大分県由布市湯布院町川上1556-2,0977-84-2251
ゆふいん　別墅ＭＵＳＡ,191774,,,33.26163308,131.3416648,大分県由布市湯布院町川北990-1,0977-84-7000
由布院温泉　由布の彩YADOYAおおはし,78074,,,33.26057389,131.3417135,大分県由布市湯布院町川北1235,0977-84-5565
Ｒａｋｕｔｅｎ　ＳＴＡＹ　ＨＯＵＳＥ　ｘ　ＷＩＬＬ　ＳＴＹＬＥ　湯布院川上,177717,,,33.27188159,131.3611367,大分県由布市湯布院町川上886-2,050-1754-3992
由布院温泉　湯布院　山灯館,32476,,,33.26696533,131.3674138,大分県由布市湯布院町川上1553,0977-84-5310
ちゃちゃ丸のお宿　＾,176098,,,33.2642503,131.3687684,大分県由布市湯布院町川上1777－4　Ｃｈａｃｈａｍａｒｕ　ｎｏ　Ｏｙａｄｏ,090-4984-7350
琴の音　舞　＾,176257,,,33.2640501,131.3688601,大分県由布市湯布院町川上1778－2　ＫＯＴＯＮＯＮＥ　ＭＡＩ,090-7168-8600
琴の音　鈴　＾,176258,,,33.2640501,131.3688601,大分県由布市湯布院町川上1778－2　ＫＯＴＯＮＯＮＥ　ＳＵＺＵ,090-7168-8600
湯布院　黒木家　＾,176095,,,33.26434698,131.3688553,大分県由布市湯布院町川上1776－5　Ｙｕｆｕｉｎ　Ｋｕｒｏｋｉｙａ,090-4984-7350
月洸樹　由布院,189041,,,33.2595889,131.3689572,大分県由布市湯布院町川上2106-8,050-3613-0870
和家　＾,168849,,,33.2642301,131.3689289,大分県由布市湯布院町川上1777－1　ＮＡＧＯＭＩＹＡ,050-5444-6620
湯布院　政庵　＾,176259,,,33.2642301,131.3689289,大分県由布市湯布院町川上1777－1　ＹＵＦＵＩＮ　ＭＡＴＳＵＲＩＡＮ,080-8954-8705
【ｔｕｕｌｉ　ＹＵＦＵ　ＨＯＳＨＩ】２０２５年６月ＯＰＥＮ　＾,194573,,,33.2715328,131.3631246,大分県由布市湯布院町川上826-1　ｔｕｕｌｉ　ＹＵＦＵ　ＨＯＳＨＩ,090-4984-7350
由布倉院　＾,176096,,,33.264327,131.368938,大分県由布市湯布院町川上1776－1　・1776－3　Ｙｕｆｕｓｏｕｉｎ,090-4984-7350
湯布院「我楽珍」民泊／民泊,185233,,,33.2732354,131.3588017,大分県由布市湯布院町川上693　我楽珍,080-7980-3598
御宿　ぬるかわ温泉,39470,,,33.26753193,131.3675693,大分県由布市湯布院町川上1490-1,0977-84-2869
由布院温泉　カントリーイン麓舎,108892,,,33.26832072,131.3670083,大分県由布市湯布院町川上1469-2,0977-84-2963
由布院　梅園　ＧＡＲＤＥＮ　ＲＥＳＯＲＴ,39494,,,33.2591968,131.3691361,大分県由布市湯布院町川上馬場2106-2,050-3528-2940
陽なた庵　＾,176132,,,33.2643919,131.3693037,大分県由布市湯布院町川上1774－1　Ｈｉｎａｔａ－ａｎ,080-8954-8705
ゆふいん　笑ねこの宿,163062,,,33.2520377,131.3464198,大分県由布市湯布院町川南1607-2,0977-85-7355
由布院温泉　和の宿　狭霧亭,41835,,,33.27161195,131.3637862,大分県由布市湯布院町川上811-1,0977-85-4292
湯布院温泉　ひすいの宿　黎明,84878,,,33.25591659,131.367903,大分県由布市湯布院町川上2212-35,0977-85-5016
由布院温泉　民宿　つたや,32453,,,33.2695612,131.3664123,大分県由布市湯布院町川上1453-1,0977-85-3803
由布院　離れの宿　優夏月,184593,,,33.2517236,131.3467593,大分県由布市湯布院町川南1606-1,0977-84-5123
ＥＴＡＶＩＡ湯布院金鱗湖,172859,,,33.2688806,131.3673456,大分県由布市湯布院町川上1639-1,0977-765-443
Ｇａｒｄｅｎ－Ｖｉｅｗ　ゆふ　＾,190463,,,33.272288,131.363166,大分県由布市湯布院町川上834-2　Ｇａｒｄｅｎ-Ｖｉｅｗ　ゆふ,03-6823-8830
由布院温泉　コテージ湖畔,147929,,,33.2654138,131.3693915,大分県由布市湯布院町川上1761-5,0977-85-3043
ダビデの館　＾,168908,,,33.265396,131.369417,大分県由布市湯布院町川上1761－1　DAVIDE NO YAKATA,080-1774-0297
こや・かやき,191728,,,33.2715802,131.3647742,大分県由布市湯布院町川上1180-23,03-6231-0330
由布院温泉　すみか,130594,,,33.26085441,131.370426,大分県由布市湯布院町川上2059-3,0977-84-4391
由布院温泉　星降る宿　星庵,106100,,,33.27054268,131.3663999,大分県由布市湯布院町川上1170-6,0977-85-3008
湯布院　金鱗湖畔　珈琲宿　ぷらたなす／民泊,194018,,,33.2679075,131.3686795,大分県由布市湯布院町川上1623,070-9059-9528
由布院温泉　ペンション金鱗湖　豊の国,40557,,,33.26677935,131.369574,大分県由布市湯布院町川上1561,0977-84-3011
由布院温泉　ほてい屋,43844,,,33.27039827,131.367211,大分県由布市湯布院町川上1414,0977-84-2900
天ゆふ　＾,168965,,,33.2675224,131.3694677,大分県由布市湯布院町川上1576,03-6823-8830
由布院温泉　木蓮,76835,,,33.26231037,131.3711081,大分県由布市湯布院町川上1892,0977-84-5555
ゆふいん温泉　別荘　今昔庵,74758,,,33.27079822,131.3671498,大分県由布市湯布院町川上1417,0977-85-3031
湯布院別荘　四季彩ホテル,141911,,,33.2728655,131.364777,大分県由布市湯布院町川上788-2,0977-85-8566
ゆふｉｎｎ　＾,168964,,,33.272077,131.3663719,大分県由布市湯布院町川上字鳥越1188－18,03-6823-8830
由布院温泉　山荘　わらび野,138081,,,33.26138206,131.3382721,大分県由布市湯布院町川北952-1,0977-85-2100
民泊　和楽／民泊,195510,,,33.2757845,131.3529513,大分県由布市湯布院町川上573-7,090-3070-7679
Ｈｏｍｅｙ　ｉｎｎ　えんや,68191,,,33.26291522,131.3380916,大分県由布市湯布院町川北780-2,0977-85-2101
湯布院温泉　由布院ユウベルホテル,129463,,,33.26361024,131.3720524,大分県由布市湯布院町川上1691-8,0977-28-2552
由布院温泉　楓の小舎,72793,,,33.27296461,131.3658444,大分県由布市湯布院町川上1270-28,0977-28-8181
由布院温泉　御宿　たまゆら,109136,,,33.24926694,131.3465717,大分県由布市湯布院町川南中ノ切1533-3,0977-85-3277
由布院温泉　由布の癒　友里,76447,,,33.27395336,131.3645083,大分県由布市湯布院町川上上新町783-1,0977-85-2001
湯布院　星の里,178981,,,33.256034,131.3710145,大分県由布市湯布院町川上1984-26,080-3225-1984
大正　由布の花,168598,,,33.27250283,131.367027,大分県由布市湯布院町川上字鳥越1188-3,0977-75-8783
由布院　元（ＨＡＪＩＭＥ）,149078,,,33.2736999,131.3653149,大分県由布市湯布院町川上786-5,0977-76-5159
ゆふの音　＾,186461,,,33.2493226,131.3457305,大分県由布市湯布院町川南1523-1　ゆふの音,03-6823-8830
由布院温泉　ゆふいん宿　清孔苑,158617,,,33.2731971,131.366401,大分県由布市湯布院町川上鳥越1208-1,0977-76-5438
雅　－ＭＩＹＡＢＩ－,196518,,,33.2612419,131.3373701,大分県由布市湯布院町川北948-17,092-409-4892
ゆふいん森のホテル　Ｓｈａｎ－Ｊｅｗｅｌ（シャン・ジュエル）,168210,,,33.27043114,131.3695521,大分県由布市湯布院町川上1350-1,0977-76-5500
