宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ホテル　スターライズ（ＨＯＴＥＬ　ＳＴＡＲＲＩＺＥ）,187960,,,33.5938693,130.4115337,福岡県福岡市博多区冷泉町6-5-1 ,03-4531-9681
Ｓｕｍｉｙｏｓｈｉ　ａｐａｒｔｍｅｎｔ,180068,,,33.5817718,130.4162915,福岡県福岡市博多区住吉5-7-11,092-753-6509
Ｌｉｖｉｎｇ　ｌｉｋｅ　Ｈｏｔｅｌ　博多駅南,198371,,,33.5809931,130.4220399,福岡県福岡市博多区博多駅南2-18-15,092-292-1015
ＴＲＩＰ　ＰＯＤ　ＭＩＮＯＳＨＩＭＡ　Ａ,172101,,,33.5814002,130.4169062,福岡県福岡市博多区美野島1-6-10,03-4531-9681
げすとはうす中今,147693,,,33.5940684,130.4113507,福岡県福岡市博多区冷泉町6-26,092-261-5070
ＴＡＢＩＳＡＩ　ＨＯＴＥＬ　ＧＲＡＮＤＥ　博多,187536,,,33.5808282,130.4219523,福岡県福岡市博多区博多駅南2-19-1,092-534-5020
ＳＫＹＧＡＲＤＥＮ　ＮＥＯ,197478,,,33.5859069,130.4109774,福岡県福岡市博多区住吉2-17-35,8019413323
合い宿すみよし,188084,,,33.5823154,130.4145097,福岡県福岡市博多区住吉5-14-16,080-3919-8991
グランドベース博多南,183197,,,33.5807379,130.421813,福岡県福岡市博多区博多駅南2-19-21,050-1720-7129
Ａｄｖａｎｃｅｄ　Ｓｔａｙ　Ｈａｋａｔａ,197236,,,33.58174202,130.4155949,福岡県福岡市博多区住吉5-18-19,092-409-4892
グランドインキャナルサイド,181002,,,33.5874551,130.4100872,福岡県福岡市博多区住吉2-21-2,050-5539-2234
ホテルリファレンス博多冷泉,179590,,,33.59501439,130.4117733,福岡県福岡市博多区冷泉町9-29,092-283-5133
＆ＨＯＴＥＬ　ＨＡＫＡＴＡ,183135,,,33.5947162,130.4115085,福岡県福岡市博多区冷泉町9-6,050-1721-0831
ゲストハウスやすらぎ,164818,,,33.5924657,130.4101425,福岡県福岡市博多区上川端町4-205　平田ビル3Ｆ,090-3447-9739
ホテルトラッド博多,177601,,,33.58427492,130.4116469,福岡県福岡市博多区住吉3-12-1,092-710-7675
Ｓｔａｙ　Ｈａｋａｔａ,178470,,,33.58540157,130.4108001,福岡県福岡市博多区住吉3-9-22,092-406-8470
ＴＡＢＩＳＡＩ　ＨＯＴＥＬ　ＴＥＲＲＡＣＥ　博多,184270,,,33.5805855,130.4183117,福岡県福岡市博多区美野島1-9-5,092-534-5020
Ｈｏｓｔｅｌ　ＴＯＫＩ,167240,,,33.580513,130.4187317,福岡県福岡市博多区美野島2-2-21　1Ｆ,092-985-4412
ＡＬＦＡＣＩＯ　ＲＩＶＥＲＳＩＤＥ　ＳＴＡＹ　ＨＡＫＡＴＡ,188823,,,33.5863841,130.4100406,福岡県福岡市博多区住吉2-21-15,092-409-4892
Ｆｕｋｕｏｋａ　Ｈａｎａ　Ｈｏｓｔｅｌ　‐福岡花宿‐,141694,,,33.59263684,130.4097666,福岡県福岡市博多区上川端町4-213,092-282-5353
ウィズダム美野島イン,176584,,,33.5801287,130.4187297,福岡県福岡市博多区美野島2-6-34,092-409-5247
Ｃｉｔｙ　Ｇａｒｄｅｎ　＾,176242,,,33.5811854,130.4150718,福岡県福岡市博多区住吉5－19－11　Ｃｉｔｙ　Ｇａｒｄｅｎ,090-5286-9383
ＯＦＡ＇Ｓ　ＨＯＵＳＥ　ＨＡＫＡＴＡ　〜オファーズハウス博多〜／民泊,175684,,,33.5811221,130.4151828,福岡県福岡市博多区住吉5-19-12　ＯＦＡ＇Ｓ　ＨＯＵＳＥ　ＨＡＫＡＴＡ,090-8769-8106
ホテル・トリフィート博多祇園,180583,,,33.5948977,130.4107679,福岡県福岡市博多区冷泉町8-24,092-283-7060
９ＨＯＴＥＬ　ＨＡＫＡＴＡ,177846,,,33.5952361,130.4109123,福岡県福岡市博多区冷泉町9-16,092-263-5010
グランドベース博多シティ,177039,,,33.5843269,130.4107827,福岡県福岡市博多区住吉3-11-11,050-1794-2689
ネオフィールド中洲,192163,,,33.59317108,130.4096114,福岡県福岡市博多区上川端町5-117,092-409-4892
Ｌｉｖｉｎｇ　ｌｉｋｅ　Ｈｏｔｅｌ　Ｈａｋａｔａ　Ｐｒｅｍｉｕｍ,198370,,,33.5798569,130.4220338,福岡県福岡市博多区博多駅南3-27-3,092-292-1015
ＳＹＡ　ＨＯＴＥＬ－祇園,180533,,,33.5964812,130.4119568,福岡県福岡市博多区上呉服町1-34,092-402-1850
グランドベース祇園,176583,,,33.59718972,130.4127614,福岡県福岡市博多区上呉服町3-32,092-292-2431
ＢＡＮＤ　ＨＯＴＥＬ　ＨＡＫＡＴＡ,197412,,,33.5882342,130.4087457,福岡県福岡市中央区春吉2-4-14,092-401-0612
博多中洲ワシントンホテルプラザ,437,,,33.59246531,130.4090634,福岡県福岡市博多区中洲2-8-28,092-282-0410
ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　－　時　Ｔｏｋｉ　－／民泊,186444,,,33.5997958,130.4202126,福岡県福岡市博多区千代1-4-53　ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　～時～,080-1794-8140
ホテル＆レジデンス春吉,196262,,,33.58678897,130.4090818,福岡県福岡市中央区春吉2-3-14,092-409-4892
Ｂｏｘｉ　ｈａｋａｔａ　１,192622,,,33.5802561,130.4162892,福岡県福岡市博多区美野島1-13-11-1,050-1807-2804
ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　－灯　ａｋａｒｉ－／民泊,171118,,,33.5998275,130.4200946,福岡県福岡市博多区千代1-4-52　ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　-ａｋａｒｉ,080-3220-3610
ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　－晴　ｈａｒｅ－／民泊,171119,,,33.5998275,130.4200946,福岡県福岡市博多区千代1-4-52　ＨＡＫＡＴＡ　ＴＥＲＲＡＣＥ　-ｈａｒｅ,080-3220-3610
慶　ＨＯＴＥＬ　ＬＩＫＥ　ＲＥＳＩＤＥＮＣＥ,196734,,,33.57962644,130.419187,福岡県福岡市博多区美野島2-5-2,092-409-4892
ＣＨＥＲＲＹ／民泊,193930,,,33.582356,130.4122615,福岡県福岡市博多区住吉4-23-2　コンフォートＨＡＫＡＴＡ　203号室,03-6231-0330
ＬＡ　ＣＨＩＣ　Ｓｔａｙ　Ｈａｋａｔａ　Ｉ,180028,,,33.58767203,130.4087176,福岡県福岡市中央区春吉2-4-7,080-3188-3570
ＨＯＴＥＬ　ＳＯ　ＳＵＭＩＹＯＳＨＩ,182830,,,33.5832611,130.4110561,福岡県福岡市博多区住吉4-28-14,092-753-6509 
９ＨＯＴＥＬ　Ｔｅｎｊｉｎ,191620,,,33.5866959,130.4088262,福岡県福岡市中央区春吉2-2-32,092-406-5151
グランドベース住吉,183196,,,33.5823868,130.411902,福岡県福岡市博多区住吉4-23-18,092-409-4892
グランドベース博多春吉,172126,,,33.5861274,130.4089678,福岡県福岡市中央区春吉2-2-38,092-409-4892
彩ホテル唐,198283,,,33.599516,130.4165202,福岡県福岡市博多区千代2-4-7,092-441-2905
パルティーレ博多ホテル２　＾,174609,,,33.5878843,130.408384,福岡県福岡市中央区春吉2-7-2,070-2209-6665
パルティーレ博多１０２　＾,174839,,,33.5878843,130.408384,福岡県福岡市中央区春吉2-7-2　パルティーレ博多102号室,070-2209-6665
ＥＵＲＯＰＥＡＮ　ＨＯＵＳＥ　ＲＥＩＳＥＮ,177906,,,33.5957072,130.4104454,福岡県福岡市博多区店屋町2-10,092-271-6260
Ｂｏｘｉ　Ｈａｋａｔａ　２,178455,,,33.59973756,130.4242132,福岡県福岡市博多区吉塚1-35-8,03-4531-9681
ＣＯＣＯ　Ｆｕｋｕｏｋａ　Ｃｈｉｙｏ,176673,,,33.5996128,130.4166913,福岡県福岡市博多区千代2-4-27　プレアール千代,080-3428-7912
笠の宿　ＷＡＳＡＮ,196533,,,33.5981202,130.413176,福岡県福岡市博多区上呉服町7-1,092-791-7935
ボンドベース,178894,,,33.5823297,130.4116996,福岡県福岡市博多区住吉4-24-2,092-409-4892
グランドベースクレイン,179277,,,33.58211231,130.4118794,福岡県福岡市博多区住吉4-23-16,050-1794-4113
ホテル　東興　博多・祇園,172428,,,33.598018,130.4128644,福岡県福岡市博多区上呉服町6-29,345319681
グランドベース博多呉服,181794,,,33.5984659,130.4135542,福岡県福岡市博多区上呉服町7-7,092-409-4892
彩ホテル鶯,198284,,,33.5985665,130.4137176,福岡県福岡市博多区上呉服町8-1-1,080-7589-2800
ザ・ワンファイブヴィラ福岡,178417,,,33.5896676,130.4079342,福岡県福岡市中央区春吉3-4-6,0570-005-015
彩ホテル茜,198286,,,33.5986059,130.4136779,福岡県福岡市博多区上呉服町8-1-2,080-7589-2800
ＭＵＳＵＢＩ　ＨＯＴＥＬ　ＭＡＣＨＩＹＡ　ＨＡＲＵＹＯＳＨＩ,166506,,,33.58754546,130.4081719,福岡県福岡市中央区春吉2-7-16,03-4531-9681
コアベース住吉　＾,170745,,,33.5816945,130.4122205,福岡県福岡市博多区住吉4-21-11　Ｃｏｒｅ　Ｂａｓｅ　Ｓｕｍｉｙｏｓｈｉ,080-3188-3570
冷泉閣ホテル川端,1454,,,33.59385403,130.4088745,福岡県福岡市博多区上川端町8-21,092-281-1811
Ｏｂｒｉ　＾,185401,,,33.5819418,130.4116287,福岡県福岡市博多区住吉4-30-11　オブリセブン,092-710-7539
Ａ　ＧＯＯＤ　ＤＡＹ　ＦＵＫＵＯＫＡ　ＲＩＶＥＲＳＩＤＥ,163011,,,33.58519842,130.4088677,福岡県福岡市中央区春吉1-11-36　ＳＴビル,092-292-1015
春吉　Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ／民泊,175722,,,33.5892252,130.4077032,福岡県福岡市中央区春吉3-15-35　春吉キューブパティオ,050-5444-6620
ＣＡＮＡＬ　ＲＩＳＥ　＾,175945,,,33.5892252,130.4077032,福岡県福岡市中央区春吉3－15－35　キューブ春吉パティオ,070-4206-3846
Ａｉｒｓｔａｒ　Ｈａｒｕｙｏｓｈｉ　＾,170991,,,33.5891393,130.4077068,福岡県福岡市中央区春吉3-15-35号　キューブ春吉パティオ,092-409-5247
Ｆｕｋｕｏｋａ　Ｇｕｅｓｔｈｏｕｓｅ　ＨＩＶＥ,164742,,,33.59775165,130.4117116,福岡県福岡市博多区上呉服町4-3,092-292-4232
Ｅｓｃｏｒｔ　Ｈａｒｕｙｏｓｈｉ,180063,,,33.5880222,130.4076273,福岡県福岡市中央区春吉2-8-25,092-753-6509
博多町家ホテル　－　Ｋａｍｉｇｏｆｕｋｕ　－,187095,,,33.5990044,130.4135389,福岡県福岡市博多区上呉服町9-28,050-1807-3131
ザ・ワンファイブテラス福岡,67832,,,33.589465,130.4074128,福岡県福岡市中央区春吉3-14-36,0570-075-015
ホテル　イル・パラッツォ,2771,,,33.58982947,130.4073775,福岡県福岡市中央区春吉3-13-1,0570-009-915
ＨＡＫＡＴＡ　ＭＩＮＯＳＨＩＭＡ　ＨＯＳＴＥＬ　ＦＵＴＡＧＩ（ハカタ　ミノシマ　ホステル　フタギ）,161236,,,33.5788977,130.4175312,福岡県福岡市博多区美野島2-11-13,092-292-2225
ＡＭＰ　ＦＬＡＴ　Ｎａｋａｓｕ　Ｈ,180032,,,33.5882675,130.4074327,福岡県福岡市中央区春吉3-16-10,092-718-3822
ＣｈｉｋｕＨｏｕｓｅ　＾,176201,,,33.5793528,130.4256959,福岡県福岡市博多区博多駅南5－2－27,090-5286-9383
春吉の癒しの宿：サウナ・露天風呂・フルキッチン完備　＾,190504,,,33.584907,130.4085575,福岡県福岡市中央区春吉1-11-30　Ｓｔａｙ　Ｈａｋａｔａ別邸,090-8350-3308
グランドベース春吉,179336,,,33.5883694,130.4073232,福岡県福岡市中央区春吉3-16-27,092-409-4892
眠らないホテル／ＮＯＩＳＥ　ＨＯＴＥＬ　＾,194811,,,33.587282,130.4075422,福岡県福岡市中央区春吉2-6-9　2階,080-1794-8140
ＴＨＥ　ＨＯＴＥＬＳ　ＨＡＫＡＴＡ　春重　本館,188131,,,33.5883876,130.4073132,福岡県福岡市中央区春吉3-16-27-1,092-707-6870
福岡ゲストハウスｊｉｋｋａ　＾,171659,,,33.5866103,130.4076915,福岡県福岡市中央区春吉1-14-25　福岡ゲストハウスｊｉｋｋａ,080-5267-9354
パインヒルズ美野島／民泊,170900,,,33.5783564,130.4200147,福岡県福岡市博多区美野島3-5-4　パインヒルズ美野島,090-3073-1234
アスール南天神　＾,189899,,,33.589067,130.4070743,福岡県福岡市中央区春吉3-14-8-502　アスール南天神,050-5539-2234
スーパーホテルＩｎｎ博多,107837,,,33.59818414,130.4115186,福岡県福岡市博多区上呉服町11-32,092-282-9000
ホテル　和　ＨＡＫＡＴＡ,182774,,,33.5964811,130.4096334,福岡県福岡市博多区店屋町7-3,092-409-4892
ロイズ博多　ＬＬＯＹＤ＇ｓ　ＨＡＫＡＴＡ,191720,,,33.5937013,130.4078109,福岡県福岡市博多区上川端町10-255,092-753-6509
Ｒａｋｕｔｅｎ　ＳＴＡＹ　博多祇園,170210,,,33.59871414,130.4120963,福岡県福岡市博多区上呉服町12-31,050-1750-9719
ホテル　グレートモーニング,167131,,,33.5960864,130.4091695,福岡県福岡市博多区店屋町6-3,092-272-1414
ＳＵＮＺＨＯＴＥＬＳ．ＨＡＫＡＴＡＴＥＮＪＩＮ,188315,,,33.5881365,130.4069158,福岡県福岡市中央区春吉3-16-22,0792-63-7511
彩ホテル空,198071,,,33.5786589,130.4164672,福岡県福岡市博多区美野島2-21-14,092-441-2905
彩ホテル狐,198070,,,33.578644,130.4164293,福岡県福岡市博多区美野島2-21-13,092-441-2905
Ｒｅｉｓｅｎ　Ａｐａｒｔｍｅｎｔ,180067,,,33.5955138,130.4085559,福岡県福岡市博多区店屋町5-8,092-753-6509
Ｆｏｒｅｓｔ　Ｉｎｎ　Ｆｕｋｕｏｋａ（フォレストイン福岡）（旧ピュア天神）,165704,,,33.5881161,130.4067818,福岡県福岡市中央区春吉3-16-19,092-717-1040
ＳＹＡ　ＨＯＴＥＬ－上呉服町,178494,,,33.59888978,130.4118554,福岡県福岡市博多区上呉服町12-27,092-402-1850
ホテルオリエンタルエクスプレス福岡中洲川端,182181,,,33.5963379,130.4089556,福岡県福岡市博多区店屋町6-26,092-402-2725
ホテルビスタ福岡【中洲川端】,176739,,,33.59539143,130.4082263,福岡県福岡市博多区上川端町14-28,092-281-3737
クロスライフ博多天神（オリックスホテルズ＆リゾーツ）,184507,,,33.58773434,130.4066649,福岡県福岡市中央区春吉3-26-30,092-733-0130
博多水庭,197181,,,33.5995994,130.4128575,福岡県福岡市博多区上呉服町13-28,000-000-0000
Ｔｈｅ　ＢＲＥＡＫＦＡＳＴ　ＨＯＴＥＬ福岡中洲,167056,,,33.59347724,130.407174,福岡県福岡市博多区中洲３丁目６－１９,050-1792-2444
ＡＩＲＳＴＡＲ　Ｓｅｃｏｎｄ,197366,,,33.5853673,130.4074153,福岡県福岡市中央区春吉1-15-1,092-687-8696
ＷｅＢａｓｅ博多　ホステル,164644,,,33.59561858,130.4083202,福岡県福岡市博多区店屋町5-9,092-292-2322
Ｍａｉｓｏｎ　Ｙｏｔｓｕｋｕｒｏ　＾,194536,,,33.5834113,130.4085674,福岡県福岡市中央区春吉1-3-12　Ｍａｉｓｏｎ　Ｙｏｔｓｕｋｕｒｏ,080-3188-3570
サウナ＆カプセルホテル　グリーンランド中洲店,18692,,,33.59345127,130.4070163,福岡県福岡市博多区中洲3-6-17,092-291-9000
ｍｉｚｕｋａ　Ｎａｋａｓｕ　５－ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ－,181038,,,33.5908199,130.4063557,福岡県福岡市中央区西中洲4-3　ＡＴＥ西中洲ビル　3Ｆ,092-688-2330
ＨＯＴＥＬ　粋－ｓｕｉ－　ＨＡＲＵＹＯＳＨＩ,168669,,,33.58664216,130.406764,福岡県福岡市中央区春吉2-10-1,092-409-4892
ホテルマイステイズ福岡天神南,70215,,,33.58871364,130.4063325,福岡県福岡市中央区春吉3-14-20,092-286-1700
ベストウェスタンプラス福岡天神南,178484,,,33.58870938,130.4063082,福岡県福岡市中央区春吉3-13-19,092-718-7700
ＡＭＰ　ＦＬＡＴ　Ｈａｒｕｙｏｓｈｉ　Ａ,180031,,,33.5858697,130.4070021,福岡県福岡市中央区春吉2-16-27,092-718-3822
Ｇｉｒａｆｆｅ　Ｔｅｎｊｉｎ　常,197215,,,33.5881547,130.4063618,福岡県福岡市中央区春吉3-25-2,050-5445-0369
アメニティホテルｉｎ博多,14436,,,33.59552049,130.4079967,福岡県福岡市博多区上川端町14-25,092-282-0041
レジデンスリブラ,182849,,,33.585966,130.406882,福岡県福岡市中央区春吉2丁目16-23,092-753-6509
Ｅｐｏｃｈ　ｉｎｎ　Ｎａｋａｓｕ,195982,,,33.5931862,130.4067091,福岡県福岡市博多区中洲3-5-1,092-409-4892
晴レ吉,198605,,,33.5884579,130.4061489,福岡県福岡市中央区春吉3-24-2,050-1726-5688
ランドーホテル福岡,166945,,,33.5819973,130.409315,福岡県福岡市中央区清川1-2-3,925265231
ＤＥＬ　ｓｔｙｌｅ　福岡西中洲　（旧ダイワロイネットホテル福岡西中州）,165979,,,33.59023203,130.4060219,福岡県福岡市中央区西中洲1-9,092-409-3155
ソラリア西鉄ホテル福岡,2772,,,33.58893218,130.39852,福岡県福岡市中央区天神2-2-43,092-761-6500
ザ・ゲートホテル福岡　ｂｙ　ＨＵＬＩＣ,192810,,,33.5907973,130.3975771,福岡県福岡市中央区天神2-8-49,092-406-2605
ＯＮＥ　ＦＵＫＵＯＫＡ　ＨＯＴＥＬ,192803,,,33.5908005,130.4000978,福岡県福岡市中央区天神1-11-1 ONE FUKUOKA BLDG 18-19F,092-752-1110
リッチモンドホテル天神西通,171975,,,33.58913711,130.3965799,福岡県福岡市中央区天神2-6-16,092-717-2477
脈　ーＭＹＡＫＵ　ＰＲＩＶＡＴＥ　ＳＡＵＮＡー,191639,,,33.589979,130.3961633,福岡県福岡市中央区天神2-7-14　いちご天神シティビル8Ｆ,050-3101-9683
西鉄グランドホテル,1533,,,33.58946818,130.3957313,福岡県福岡市中央区大名2-6-60,092-781-0711
ホテルオリエンタルエクスプレス福岡天神,182484,,,33.5921749,130.3968076,福岡県福岡市中央区天神3-3-14,092-401-1905
ホテルモントレ　ラ・スール福岡,17532,,,33.59102077,130.3955063,福岡県福岡市中央区大名2-8-27,092-726-7111
クインテッサホテル福岡天神　Ｃｏｍｉｃ＆Ｂｏｏｋｓ,181392,,,33.59243187,130.3967646,福岡県福岡市中央区天神3-2-10,092-401-0883
ザ・リッツ・カールトン福岡,187405,,,33.58961,130.3947959,福岡県福岡市中央区大名2-6-50 福岡大名ガーデンシティ,092-401-8888
ｍｉｚｕｋａ　Ｄａｉｍｙｏ　３　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178343,,,33.58722433,130.3966258,福岡県福岡市中央区大名1-15-35　大名247ビル　5Ｆ‐Ｂ,03-4531-9681
ＫＯＫＯ　ＨＯＴＥＬ　福岡天神,181424,,,33.5868786,130.3994742,福岡県福岡市中央区今泉1-22-14,092-714-5445
ホテルマイステイズ福岡天神,72791,,,33.59235658,130.3958296,福岡県福岡市中央区天神3-5-7,092-687-1100
ザ・ワンファイブ福岡天神,40839,,,33.59056803,130.394662,福岡県福岡市中央区大名2-8-12,0570-003-515
Ｈ　ＨＯＴＥＬ,165560,,,33.58837072,130.394977,福岡県福岡市中央区大名2-1-13,092-722-5070
ホテルエトワス天神,16283,,,33.59237617,130.3955729,福岡県福岡市中央区天神3-5-18,092-737-3233
ホテルリファレンス天神コンドミニアム,197719,,,33.59337086,130.3973479,福岡県福岡市中央区天神3-15-25,092-402-7420
プラザホテルプルミエ,3089,,,33.58735175,130.3956675,福岡県福岡市中央区大名1-14-13,0570-076-633
Ｒｅｓｉｄｅｎｃｅ　Ｈｏｔｅｌ　Ｈａｋａｔａ　１９　＾,185415,,,33.5922241,130.3950461,福岡県福岡市中央区舞鶴1-9-36,070-8455-4844
ｍｉｚｕｋａ　Ｄａｉｍｙｏ　２　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178342,,,33.5885215,130.3944462,福岡県福岡市中央区大名2-1-38　ＴｈｅＷｉｎｄｓＤａｉｍｙｏ2　3Ｆ‐Ａ,03-4531-9681
ｍｉｚｕｋａ　Ｄａｉｍｙｏ　５　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178345,,,33.5885215,130.3944462,福岡県福岡市中央区,000-000-0000
ｍｉｚｕｋａ　Ｉｍａｉｚｕｍｉ　１　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,166052,,,33.58618077,130.3987079,福岡県福岡市中央区今泉1-17-16-1　5階　プロスペリタ今泉,03-4531-9681
ｍｉｚｕｋａ　Ｉｍａｉｚｕｍｉ　４　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178347,,,33.586178,130.3988004,福岡県福岡市中央区今泉1-17-16-1　プロスぺリタ今泉3F,03-4531-9681
ヒット天神（ＨＩＴ　Ｔｅｎｊｉｎ）,180671,,,33.5940102,130.398023,福岡県福岡市中央区天神4-4-18,050-1720-7129
ランプライトブックスホテル福岡,183373,,,33.58695109,130.3953132,福岡県福岡市中央区大名1-15-22,092-720-7711
ｍｉｚｕｋａ　Ｉｍａｉｚｕｍｉ　２　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178346,,,33.5861507,130.4002546,福岡県福岡市中央区今泉1-13-5　ブルク今泉1-2F,03-4531-9681
西鉄イン福岡　アクロス福岡前,67830,,,33.59247352,130.4025584,福岡県福岡市中央区天神1-16-1,092-712-5858
ホテルリファレンス天神ＢＡＳＥ,197099,,,33.5930977,130.3950475,福岡県福岡市中央区天神3-6-18　馬場ビル302,092-753-6130
博多グリーンホテル天神,17701,,,33.58996029,130.3934024,福岡県福岡市中央区大名2-9-11,092-722-3636
コンフォートイン福岡天神,182563,,,33.5894701,130.4035651,福岡県福岡市中央区天神1-2-1,092-711-2811
ウェルキャビン天神【男性専用】,187300,,,33.5873261,130.4026835,福岡県福岡市中央区渡辺通5-21-5,050-1807-3497
ＩＯＮＳＴＡＹ　＾,171304,,,33.5860652,130.400962,福岡県福岡市中央区今泉1-10-12号　　ＩＯＮビル　5Ｆ　ＩＯＮＳＴＡＹ,080-8553-8685
ＨＯＴＥＬ　ＣＡＳＶＩ　ＴＥＮＪＩＮ(ホテル　キャスヴィ　天神),160961,,,33.58706012,130.4025337,福岡県福岡市中央区渡辺通5-20-6,092-751-5811
ＪＵＳＴＩＮ　ＦＵＫＵＯＫＡ,187948,,,33.592894,130.3944011,福岡県福岡市中央区舞鶴1-8-28,092-409-4892
リッチモンドホテル福岡天神,56733,,,33.58650752,130.401967,福岡県福岡市中央区渡辺通4-8-25,092-739-2055
アークホテルロイヤル福岡天神　－ルートインホテルズ－,201,,,33.59417042,130.3962117,福岡県福岡市中央区天神3-13-20,092-724-2222
ｍｉｚｕｋａ　Ｄａｉｍｙｏ　１　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178341,,,33.58634733,130.3951576,福岡県福岡市中央区大名1-3-3　ＮＥＯ大名II　3Ｆ　E号室,03-4531-9681
ｍｉｚｕｋａ　Ｉｍａｉｚｕｍｉ　３　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,177874,,,33.5856769,130.3966381,福岡県福岡市中央区今泉2-5-6　今泉スクエア3F，4F,03-4531-9681
ホテル　グランドルチェ博多,172039,,,33.59079524,130.4039342,福岡県福岡市中央区西中洲12-18,092-406-1331
ザ　ノット　福岡天神,3088,,,33.58751281,130.3936982,福岡県福岡市中央区大名1-9-63,0570-056-633
ｍｉｚｕｋａ　Ｄａｉｍｙｏ６－ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ－,181037,,,33.5865713,130.3944907,福岡県福岡市中央区大名1-3-41　プリオ大名ビル5Ｆ,03-4531-9681
ＨＯＴＥＬ　ＦＵＮ,184468,,,33.5855157,130.4006172,福岡県福岡市中央区今泉1-9-2 天神ダイヨシビル3F,092-791-7779
西中洲ビル／民泊,170427,,,33.5903348,130.4042751,福岡県福岡市中央区西中洲12-10　西中洲ビル,090-3073-1234
〜Ｎａｏｍｉの部屋〜　西中洲ビル＃４０２／民泊,175712,,,33.5903348,130.4042751,福岡県福岡市中央区西中州12-10　西中州ビル,090-8769-8106
西中洲　Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ／民泊,175721,,,33.5903348,130.4042751,福岡県福岡市中央区西中洲12-10　西中洲ビル,090-9487-5677
福岡アルティ・イン,882,,,33.58879897,130.4041278,福岡県福岡市中央区渡辺通５丁目１－２０,092-724-3511
ホテルリファレンス天神３,181851,,,33.59392831,130.395015,福岡県福岡市中央区天神3-8-10,092-718-3030
ＴＥＮ　ＡＰＡＲＴＭＥＮＴ　ＨＯＴＥＬ,177127,,,33.586046,130.3949406,福岡県福岡市中央区大名1-2-44,092-406-4800
Ｆａｍ　Ｈｏｔｅｌ　Ｉｍａｉｚｕｍｉ,198823,,,33.5850167,130.3982644,福岡県福岡市中央区今泉1-18-19,092-409-4892
ホテル福岡ガーデンパレス,15741,,,33.59503875,130.3994641,福岡県福岡市中央区天神4-8-15,092-713-1112
コートホテル福岡天神,50709,,,33.58890729,130.4044944,福岡県福岡市中央区春吉3-21-10,092-733-0330
東横ＩＮＮ福岡天神,108333,,,33.58694639,130.4034779,福岡県福岡市中央区渡辺通5丁目15-14,092-725-1045
ホテル天神プレイス,70206,,,33.58516043,130.400906,福岡県福岡市中央区今泉1-2-23,092-733-1234
ＡＭＰ　ＦＬＡＴ　Ｔｅｎｊｉｎ　Ｋｉｔａ,180035,,,33.5911252,130.3923301,福岡県福岡市中央区舞鶴2-1-24,092-718-3822
ＡＭＰ　ＦＬＡＴ　Ｄａｉｍｙｏ　Ｔｅｒｒａｃｅ　＾,190522,,,33.5864602,130.3937937,福岡県福岡市中央区大名1-3-35　アーバンビラ大名703号,080-3188-3570
「ＡＭＰ　ＦＬＡＴ　Ｄａｉｍｙｏ｜最大４名・福岡中心エリア」　＾,194946,,,33.5864602,130.3937937,福岡県福岡市中央区大名1-3-35　アーバンビラ大名　702、703,080-3188-3570
西鉄イン天神,1974,,,33.58537709,130.4015698,福岡県福岡市中央区渡辺通4-7-1,092-713-5454
ＭＫホテルズ　西中洲,181642,,,33.59133228,130.4046682,福岡県福岡市中央区西中洲5-20,092-292-1015
福岡フローラルイン西中洲,17977,,,33.59107138,130.4047809,福岡県福岡市中央区西中洲5-10,092-735-1100
ｍｉｚｕｋａ　Ｄａｉｍｙｏ　４　‐ｕｎｍａｎｎｅｄ　ｈｏｔｅｌ‐,178344,,,33.58706055,130.3930788,福岡県福岡市中央区大名1-10-19　Ｃ　ＳＴＵＤＩＯ　ＴＥＮＪＩＮ2Ｆ,03-4531-9681
東急ステイ福岡天神,168796,,,33.5893882,130.4049486,福岡県福岡市中央区春吉3-21-24,092-762-0109
ＨＯＴＥＬ　Ｔｉａｒａ,196764,,,33.5867577,130.4036997,福岡県福岡市中央区渡辺通5-15-7,092-409-4892
ＣＡＮＤＥＯ　ＨＯＴＥＬＳ（カンデオホテルズ）福岡天神,147612,,,33.58640036,130.4033744,福岡県福岡市中央区渡辺通5-14-5,927385600
