宿名,楽天ID,じゃらんID,YahooID,緯度,経度,住所,電話番号
ＳＵＩＲＥＮ／民泊,190193,,,35.1710777,136.8542862,愛知県名古屋市中村区中村町7-54-2　1Ａ,03-6231-0330
ＦｕｎＨｏｍｅ名古屋城ＩＩ　＾,194879,,,35.1901292,136.8963565,愛知県名古屋市西区城西5-6-22　ＦｕｎＨｏｍｅ名古屋城ＩＩ,090-8076-1538
ホステル・ニコ,153441,,,35.1568691,136.9035544,愛知県名古屋市中区上前津1-2-3,052-253-8625
くれたけイン名古屋久屋大通,165834,,,35.17652412,136.9085976,愛知県名古屋市東区泉1丁目12番32号,052-962-1311
デザイナーズアパート　ｐｏｌａｒｉｓ　１０１／民泊,185049,,,35.1939882,136.8819575,愛知県名古屋市西区児玉3-24-14　Ｐｏｌａｒｉｓ101　デザイナーズアパート　ｐｏｌａｒｉｓ　101,090-1273-0141
デザイナーズアパート　ｐｏｌａｒｉｓ　１０２／民泊,185050,,,35.1939882,136.8819575,愛知県名古屋市西区児玉3-24-14　Ｐｏｌａｒｉｓ102　デザイナーズアパート　ｐｏｌａｒｉｓ　102,090-1273-0141
ザ　ロイヤルパークホテル　アイコニック　名古屋,187586,,,35.16852605,136.9096596,愛知県名古屋市中区栄4-1-1 中日ビル24階,052-269-1118
ｔｈｅ　ｂ　名古屋（ザビー　なごや）,601,,,35.16692955,136.9094503,愛知県名古屋市中区栄4-15-23,052-241-1500
ＦｕｎＨｏｍｅ名古屋城　＾,186072,,,35.1906124,136.8969802,愛知県名古屋市西区城西5-9-3号　Ｆｕｎ　Ｈｏｍｅ,090-8076-1538
Ｓａｋｕｒａ　Ｉ　Ｎａｋａｍｕｒａ　Ｐａｒｋ　＾,199508,,,35.16515864,136.8533916,愛知県名古屋市中村区砂田町3-17,070-1623-4726
Ｍａｓａｋｉ　１ｃｈｏｍｅ　ｈｏｕｓｅ／民泊,190165,,,35.1510493,136.8973522,愛知県名古屋市中区正木1-15-23　Ｍａｓａｋｉ　1ｃｈｏｍｅ　ｈｏｕｓｅ,070-1623-4726
栄駅４分　定員１２名　１６畳の広々リビング／民泊,170472,,,35.166573,136.91016,愛知県名古屋市中区栄4-16-6　ＲＯＹＡＬ　ＳＵＩＴＥ　ＳＡＫＡＥ　（ロイヤルスイートサカエ）,052-252-8686
ホテルアスティア　名古屋栄,1580,,,35.16569083,136.9103059,愛知県名古屋市中区栄5-1-7,052-262-1177
ＴＩＡＤ，Ａｕｔｏｇｒａｐｈ　Ｃｏｌｌｅｃｔｉｏｎ（マリオットグループ）,187470,,,35.1640737,136.909839,愛知県名古屋市中区栄5-15-19,052-252-2288
アクセス・バイ・ロワジールホテル名古屋,182457,,,35.1721901,136.9113053,愛知県名古屋市東区東桜1-9-22,052-950-3511
ワシントンＲ＆Ｂホテル名古屋栄東,18171,,,35.16840166,136.911389,愛知県名古屋市中区栄4-3-5,052-259-2121
ＡＢホテル名古屋栄,142606,,,35.165729,136.911443,愛知県名古屋市中区栄5-3-5,052-263-1005
ＳａｋｕｒＡ,177837,,,35.15183669,136.8612166,愛知県名古屋市中村区烏森町8-207-1,5017216996
ＶＩＶＡ　Ａｐａｒｔｍｅｎｔ　Ｙａｂａｃｈｏ　＾,194833,,,35.1637584,136.9111641,愛知県名古屋市中区栄5-12-30　ヤマニビル203号室,070-1623-4726
スマイルホテル名古屋栄,153457,,,35.1678484,136.9122199,愛知県名古屋市中区栄4-10-5,052-265-5231
Ｎ２６２大須商店街徒歩３分＆広々マンション最上階１１３平米最大１０人／民泊,194623,,,35.1576438,136.9079823,愛知県名古屋市中区大須4-14-72　上前津かえでビル601号,052-325-5689
アパホテル〈名古屋栄〉,128576,,,35.16758233,136.9123473,愛知県名古屋市中区栄4-10-16,0570-049-111
愛知県女性総合センターウィルあいち,129906,,,35.18035584,136.910858,愛知県名古屋市東区上竪杉町1,052-962-2511
ベストウェスタンプラス　名古屋栄,189164,,,35.169105,136.9130868,愛知県名古屋市中区栄4-6-1,052-228-1711
ホテルルートイン名古屋東別院,20685,,,35.15404481,136.9055345,愛知県名古屋市中区富士見町1-26,052-339-1101
ｍｉｎａｐａｋｕ　Ｂｌａｎｃｏ浄心／民泊,195578,,,35.1956379,136.8909152,愛知県名古屋市西区上名古屋3-25-19,080-3342-4698
ホテルエスプル名古屋栄,173122,,,35.16963773,136.9131584,愛知県名古屋市中区新栄町3-2,052-962-2411
ＧＯＬＤ　ＳＴＡＹ　名古屋　栄,184572,,,35.1675821,136.9129921,愛知県名古屋市中区栄4-9-22,052-261-0010
アパホテル〈名古屋栄東〉,161261,,,35.16756297,136.9133135,愛知県名古屋市中区栄4-9-20,0570-079-211
名古屋東急ホテル,846,,,35.16865724,136.9135555,愛知県名古屋市中区栄4-6-8,052-251-2411
ビジネス和室　名龍,14470,,,35.15638628,136.9086313,愛知県名古屋市中区上前津2-4-21,052-331-8686
ホテルリブマックスＢＵＤＧＥＴ名古屋,106144,,,35.14567321,136.8924831,愛知県名古屋市中川区尾頭橋3-1-22,052-339-3901
ホテルセントメイン名古屋,617,,,35.16584645,136.9137,愛知県名古屋市中区栄5-5-10,052-242-2711
ホテルルートイン名古屋栄,70971,,,35.16770257,136.9141866,愛知県名古屋市中区栄4-7-12,052-259-7300
クレストＹＳ千代田／民泊,189628,,,35.1560174,136.9102476,愛知県名古屋市中区千代田3-2-17　クレストＹＳ千代田,070-1623-4726
東横ＩＮＮ名古屋金山,180988,,,35.1461812,136.8975511,愛知県名古屋市中区正木3-9-28,052-339-1045
ホテルキヨシ名古屋,365,,,35.14966473,136.9047069,愛知県名古屋市中区平和1-3-1,052-321-5663
－華ＨＡＮＡ－　Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ／民泊,191218,,,35.1875871,136.9109862,愛知県名古屋市北区清水3-15-28　【華～ＨＡＮＡ～】,070-1623-4726
名鉄イン名古屋金山,29845,,,35.14526791,136.900638,愛知県名古屋市中区金山一丁目11番7号,052-324-3434
名鉄イン名古屋金山アネックス,167548,,,35.14512409,136.9009748,愛知県名古屋市中区金山一丁目11番13号,052-323-3434
－Ｗ－　Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ／民泊,190926,,,35.1928599,136.9074586,愛知県名古屋市北区柳原2-11-12　,070-1623-4726
α－Ｓｐａｃｅ　＾,170818,,,35.197616,136.9125022,愛知県名古屋市北区黒川本通2-11-の1コーポ谷口203　コーポタニグチ,070-1459-0111
ホテルマイステイズ名古屋栄,4758,,,35.1697016,136.9150053,愛知県名古屋市中区東桜2-23-22,052-931-5811
ホテルリブマックス名古屋栄ＥＡＳＴ,165055,,,35.1672597,136.9145558,愛知県名古屋市中区栄4-7-15,052-261-0270
第二富士ホテル名古屋,937,,,35.17260404,136.9146858,愛知県名古屋市東区東桜2-10-24,052-931-1111
ビジネスホテル　マルヨン,84911,,,35.16738243,136.9155026,愛知県名古屋市中区新栄1-11-19,052-251-1128
東横ＩＮＮ名古屋栄,108330,,,35.16985994,136.9163524,愛知県名古屋市中区東桜２－２２－２１,052-934-1045
ケイアイコンホテルズ新栄　＾,170087,,,35.1673084,136.9207471,愛知県名古屋市中区新栄2-24-5　第15プロスパー新栄ビル,052-253-7871
ホテルビーナスネオ【大人専用１８禁・ハピホテ提携】,163478,,,35.1622105,136.9224865,愛知県名古屋市中区新栄2-45-8,052-269-6060
Ａｋｉｈｉｔｏ＇ｓ　Ｈｏｕｓｅ／民泊,171673,,,35.1661805,136.9254577,愛知県名古屋市中区新栄3-18‐14　名古屋の中心地で便利　家主同居型　親切な対応,090-3383-8381
Ｗｉｎｚ車道／民泊,184976,,,35.1749643,136.925059,愛知県名古屋市東区筒井2-12-40　Ｗｉｎｚ　Ｋｕｒｕｍａ　Ｍｉｃｈｉ,090-3150-0678
料理旅館わたなべ,7960,,,35.16383307,136.9252768,愛知県名古屋市千種区千種2-1-17,052-731-2501
ホテル　メルパルク名古屋,10897,,,35.17124898,136.9287707,愛知県名古屋市東区葵3-16-16,052-937-3535
ホテルコンフォート,84606,,,35.15288129,136.9153753,愛知県名古屋市昭和区鶴舞2-4-6,052-881-5282
Ｍｉｎｎ　ＳＴＡＴＩＯＮ　Ａｉ　Ｎａｇｏｙａ,192974,,,35.1527087,136.917816,愛知県名古屋市昭和区鶴舞1-2-32　ＳＴＡＴＩＯＮ　Ａｉ　7階,050-1720-3800
Ｔｓｕｔｓｕｉｃｈｏ　ＳＴＡＹ　＾,195469,,,35.1777742,136.9312625,愛知県名古屋市東区筒井町4-32-11　Tsutsuicho STAY,070-1623-4726
プロスパー第五ビル３０２,197144,,,35.1699764,136.9337097,愛知県名古屋市千種区内山3-29-11　プロスパー第5ビル302号室,050-1721-6996
プロスパー第五ビル５０１,197145,,,35.1699764,136.9337097,愛知県名古屋市千種区内山3-29-11　プロスパー第5ビル501号室,050-1721-6996
プロスパー第５ビル５０２／民泊,175812,,,35.1699757,136.933712,愛知県名古屋市千種区内山3-29-11　プロスパー第5ビル502,050-5444-6620
Ｖｉｌｌａ５２５／民泊,194419,,,35.17627892,136.9333801,愛知県名古屋市東区豊前町3-19-1,052-756-2844
Ｄａｉ４０ｐｒｏ／民泊,194801,,,35.169809,136.9348418,愛知県名古屋市千種区内山3-31-23　第40プロスパー,070-1623-4726
ハイツ今池／民泊,199812,,,35.1704235,136.9351375,愛知県名古屋市千種区内山3-11-21 ハイツ今池,080-4876-3501
ホテルルートイン名古屋今池駅前,108224,,,35.16989097,136.9355396,愛知県名古屋市千種区内山3-31-7,050-1726-4776
ＳＡＫＵＲＡ　ＨＯＵＳＥ,180505,,,35.1714235,136.9356955,愛知県名古屋市千種区内山3-7-7,052-756-2844
リラクゼーション　スパ　アペゼ,28144,,,35.16775236,136.9369368,愛知県名古屋市千種区今池5-11-14,052-733-3141
プロスパー第六２Ｆ,197149,,,35.165432,136.9366111,愛知県名古屋市千種区今池南1-27 プロスパー第六2階,050-1721-6996
サウナ＆カプセルホテル　ウェルビー今池,17984,,,35.16647476,136.9384117,愛知県名古屋市千種区今池5-25-5,052-731-2561
名古屋金山ホテル,446,,,35.14347372,136.9028073,愛知県名古屋市中区金山4丁目6番25号,052-322-1111
ＥＬ　ｉｍａｉｋｅｃｈｉｋｕｓａ　ＳＴＡＹ／民泊,194798,,,35.17327,136.9413272,愛知県名古屋市千種区仲田1-6-1,070-1623-4726
ｍｉｎｐａｋｕ　Ｂｌａｎｃｏ吹上／民泊,190629,,,35.1618937,136.9404359,愛知県名古屋市千種区春岡通5-29-15　ツインビービル5春岡2Ｆ,080-3342-4698
Ａｃｔ　Ｈｏｕｓｅ／民泊,194800,,,35.18975008,136.9313737,愛知県名古屋市北区大曽根2-7-8,070-1623-4726
ホテルリブマックス名古屋金山,179019,,,35.14289646,136.8983979,愛知県名古屋市中区正木4-8-19,052-681-1140
シティホテルドーム,73982,,,35.18720569,136.9361862,愛知県名古屋市東区東大曽根町33-17,052-935-1234
６９ｍ２部屋が広くファミリー大人数でも大丈夫！ドゥエトワール／民泊,175807,,,35.1921003,136.9334297,愛知県名古屋市北区大曽根4-18-31　ドゥエトワール801,050-1721-6996
メゾンエトワール／民泊,175808,,,35.1933797,136.934264,愛知県名古屋市北区大曽根3-17-5　メゾンエトワール706,050-1721-6996
名古屋の部屋／民泊,185935,,,35.1933797,136.934264,愛知県名古屋市北区大曽根3-17-5　メゾンエトワール201号,080-3611-6364
集合住宅の一室まる貸切／民泊,186376,,,35.1933797,136.934264,愛知県名古屋市北区大曽根3-17-5　メゾンエトワール705号室,080-3661-9752
ドームイベント後に最適『シックな空間で安らぎの世界へ』ｔｒｉｖｅ　ｏｚｏｎｅ　＾,171309,,,35.194001,136.9354063,愛知県名古屋市北区山田1-2-23　ｔｒｉｖｅ　ｏｚｏｎｅ,052-253-9148
ｔｒｉｖｅ　ｏｚｏｎｅＩＩ　＾,186921,,,35.1940311,136.9354348,愛知県名古屋市北区山田1-2-22　ｔｒｉｖｅ　ｏｚｏｎｅＩＩ,052-253-9148
コンフォートホテル名古屋金山,182852,,,35.14259373,136.9028996,愛知県名古屋市熱田区波寄町24-14,052-871-2811
ＡＮＡクラウンプラザホテルグランコート名古屋　ｂｙ　ＩＨＧ,1659,,,35.14284593,136.8994604,愛知県名古屋市中区金山町1-1-1,052-683-4111
ＨＯＳＴＥＬ　ＵＫＳ／民泊,171617,,,35.1420208,136.9045732,愛知県名古屋市熱田区波寄町18-4　ＨＯＳＴＥＬ　ＵＫＳ,090-6172-1022
サイプレスガーデンホテル,6109,,,35.14117671,136.9007492,愛知県名古屋市熱田区金山町1-9-8,052-679-1661
プチホテル　ニューひふみ,5613,,,35.14162917,136.8902279,愛知県名古屋市中川区八熊2-15-10,052-322-1239
ホテル　いろは＜愛知県＞,1509,,,35.13969894,136.8943943,愛知県名古屋市中川区柳川町4-28,052-671-0168
繁華街の賑わいや空間の温もりを兼ねた民泊／民泊,190036,,,35.13401,136.9074422,愛知県名古屋市熱田区横田2-1-32　レインボー高蔵,080-3661-9752
ペットも泊まれる小さなお宿　虎凜,192733,,,35.1397149,136.9274198,愛知県名古屋市瑞穂区中山町1-9-1,052-217-3331
魚鍵旅館,8282,,,35.13290145,136.9222271,愛知県名古屋市瑞穂区船原町2-8,052-881-1175
ＦｕｎＨｏｍｅ黒川／民泊,186222,,,35.1992026,136.9108174,愛知県名古屋市北区黒川本通3-18,090-8076-1538
ＲＡＩＫＯ,196626,,,35.2018553,136.8709486,愛知県清須市西枇杷島町上新93,080-3033-7976
熱田の杜ホテル深翠苑（しんすいえん）,1559,,,35.13081696,136.9085406,愛知県名古屋市熱田区玉の井町11-6,052-681-0221
エクセルイン名古屋熱田,6040,,,35.11939889,136.9117519,愛知県名古屋市熱田区伝馬2-4-17,052-683-1611
熱田宝庵〜Ａｔｓｕｔａ　Ｈｏ－ａｎ〜　＾,199557,,,35.1321996,136.8936104,愛知県名古屋市熱田区大宝3-2-3　アールステイ名古屋熱田,070-1623-4726
瑞穂区内方町　ワンルーム（ロフト付）アパート／民泊,174313,,,35.1224777,136.9398327,愛知県名古屋市瑞穂区内方町2-11-6 MIZUHO UCHIKATA AP,050-5444-6620
現代風古民家／民泊,199610,,,35.1030091,136.9292302,愛知県名古屋市南区曽池町4-60-5,070-1548-6393
とまるん桜山　＾,199504,,,35.1408081,136.9381575,愛知県名古屋市昭和区藤成通1-16-1　藤成ビル,080-3654-3546
邦和セミナープラザ,165935,,,35.1067474,136.882245,愛知県名古屋市港区港栄1-8-23　邦和みなと スポーツ＆カルチャー内,052-654-3321
Ｔａｂｉｓｔ　広船　港陽ＩＣ,7718,,,35.10147252,136.8862353,愛知県名古屋市港区港陽3-16-5,052-661-2185
ビジネス旅館　平野屋＜愛知県＞,12617,,,35.09654242,136.8822497,愛知県名古屋市港区浜2-7-4,052-652-6411
ｍｉｎａｐａｋｕ　Ｂｌａｎｃｏ築地口／民泊,195722,,,35.0984509,136.8839411,愛知県名古屋市港区名港1-14-23　コーラルまるさんビル3C号,080-3342-4698
名古屋ビジネスホテルサンクロック,73990,,,35.07182089,136.9092871,愛知県名古屋市南区柴田町6-1,052-612-3969
レゴランド・ジャパン・ホテル,167248,,,35.05067209,136.8462892,愛知県名古屋市港区金城ふ頭2-7-1,050-5840-0505
和のホテル新月　（旧：新月旅館）,8471,,,35.09794619,136.9289734,愛知県名古屋市南区松城町1-17,052-811-1800
ＳＰＡ　ＲＥＳＯＲＴ　名古屋笠寺ホテル,447,,,35.09247729,136.9260655,愛知県名古屋市南区前浜通1-9,052-612-0001
ビジネスホテル大生,13869,,,35.09249088,136.9140054,愛知県名古屋市南区加福本通2-26,052-611-2421
瑞穂アーバンホテル,2005,,,35.12001943,136.9593283,愛知県名古屋市瑞穂区弥富通5-46-1,052-835-5111
しぼりの宿ＭＡＤＯ,151080,,,35.0685172,136.9675923,愛知県名古屋市緑区有松924,052-746-5946
ＴＵＢＥ　Ｓｑ（チュウブ・スクウェア）,162704,,,34.85968535,136.8152171,愛知県常滑市セントレア1-1　中部国際空港旅客ターミナル1Ｆ,0569-84-0700
中部国際空港セントレアホテル,80618,,,34.85820669,136.8164362,愛知県常滑市セントレア1-1,0569-38-1111
コンフォートホテル中部国際空港,30982,,,34.86026484,136.8186359,愛知県常滑市セントレア4-2-3,0569-38-7211
東横ＩＮＮ中部国際空港１,61408,,,34.86168134,136.8184081,愛知県常滑市セントレア4-2-5,0569-38-0045
フォーポイントバイシェラトン名古屋　中部国際空港（マリオットグループ）,168424,,,34.86210154,136.8187653,愛知県常滑市セントレア4-10-5,0569-84-8888
東横ＩＮＮ中部国際空港２,172223,,,34.86261534,136.8180919,愛知県常滑市セントレア4-2-5,0569-38-2045
Ｊホテルりんくう,50773,,,34.87888228,136.8285857,愛知県常滑市りんくう町3-2-1,0569-38-8320
ＦＲＵＯＲ　ＴＯＫＯＮＡＭＥ,192762,,,34.8856124,136.8381128,愛知県常滑市栄町5-71,0569-89-8577
バーベキュー&レジデンス常滑,179572,,,34.8840612,136.8415004,愛知県常滑市本町3-141,080-6926-2687
ホテルルートイン常滑駅前,27813,,,34.89193943,136.8349056,愛知県常滑市鯉江本町2-73,050-5576-8007
ＨＯＴＥＬ　Ｒ９　Ｔｈｅ　Ｙａｒｄ　常滑,177608,,,34.89473545,136.8354178,愛知県常滑市北条1-34,0569-84-6556
スプリングサニーホテル名古屋常滑,68671,,,34.88840374,136.8356529,愛知県常滑市新開町3-174-1,0569-36-1600
ブランシェ,108697,,,34.89915225,136.8245007,愛知県常滑市新浜町2-55,0569-34-9266
古民家ホテル　ヒルズハウスセカンド　＾,194102,,,34.8908051,136.8382074,愛知県常滑市北条4-106　Ｈｉｌｌｓｈｏｕｓｅ2,0569-58-4826
【休館中：２０２４年２月末まで】ゲストハウス忍茶　＾,169204,,,34.887386,136.8388565,愛知県常滑市栄町4-113,090-4238-4334
よもぎゲストハウス,198725,,,34.8878083,136.8401479,愛知県常滑市栄町4-123,0569-47-5390
古民家リトルヴィラＴｏｋｏｒａｎｇｉ,198862,,,34.8929465,136.8409782,愛知県常滑市原松町6-18,080-1354-3975
ビジネス旅館　土日,31814,,,34.908647,136.835922,愛知県常滑市本郷町3-281,0569-43-3755
灯屋　迎帆楼,162755,,,35.3874137,136.9376644,愛知県犬山市犬山北古券41-6,0568-61-2204
宿－ＳＨＵＫＵ－,196428,,,35.383772,136.939905,愛知県犬山市犬山字東古券633番地,0568-65-9553
ホテルインディゴ犬山有楽苑　ｂｙ　ＩＨＧ,183344,,,35.3888304,136.9414315,愛知県犬山市犬山北古券103-1,0568-61-2211
游月庵／民泊,194210,,,35.3829206,136.9385082,愛知県犬山市犬山西古券13-8　游月庵,070-1623-4726
犬山モダンルーム　＾,169420,,,35.3848759,136.9452988,愛知県犬山市犬山字東古券411-1　犬山モダンルーム,090-8134-7471
ヴィラ犬山　　＾,171811,,,35.38478069,136.9453176,愛知県犬山市犬山東古券411-1　ヴィラ犬山,090-8134-7471
犬山シティホテル,106077,,,35.38232259,136.9435867,愛知県犬山市東古券337,0568-61-1600
犬山温泉　臨江館,15091,,,35.39066347,136.9434867,愛知県犬山市犬山西大門先8-1,0568-61-0977
犬山ミヤコホテル,5169,,,35.38308922,136.9455476,愛知県犬山市大字犬山字東余坂35,0568-62-0164
犬山館,52894,,,35.39068834,136.9447169,愛知県犬山市犬山大門先37,0568-61-2309
ホテルミュースタイル犬山エクスペリエンス,182415,,,35.38048398,136.9447289,愛知県犬山市犬山富士見町16-2,0568-54-3111
犬山城下町一棟貸しの宿　結美いぬやま,187297,,,35.3792605,136.9386873,愛知県犬山市犬山南古券12-1,0568-61-9355
犬山セントラルホテル,108717,,,35.37965901,136.9437173,愛知県犬山市犬山高見町13-2,0568-61-6611
犬山温泉　旬樹庵　八勝閣みづのを,5306,,,35.39345743,136.9432585,岐阜県各務原市鵜沼南町6-264,058-385-4611
ＡＢホテル犬山,197708,,,35.37442526,136.9511499,愛知県犬山市梅坪2-25,0568-48-2523
犬山国際ユースホステル,52163,,,35.39416886,136.9591905,愛知県犬山市継鹿尾氷室162-1,0568-61-1111
ホテルアソシア豊橋,6042,,,34.76321179,137.3824629,愛知県豊橋市花田町西宿無番地,0532-57-1030
ホテルアークリッシュ豊橋,71922,,,34.76285909,137.3840489,愛知県豊橋市駅前大通1-55,0532-51-1111
ジャストインプレミアム豊橋駅新幹線口,168620,,,34.7615458,137.3812115,愛知県豊橋市白河町31-2,0532-35-0003
アパホテル〈豊橋駅前〉,80884,,,34.76457832,137.3833517,愛知県豊橋市広小路1-1,0532-55-1155
コンフォートホテル豊橋,158616,,,34.76518873,137.3830641,愛知県豊橋市大橋通1-98,0532-53-7411
ＡＢホテル豊橋,149200,,,34.76072522,137.3805546,愛知県豊橋市白河町85-1,0532-32-2005
ニュー東洋ホテル１＜豊橋駅西口前＞,14141,,,34.76164244,137.3792966,愛知県豊橋市白河町2,0532-32-7000
東横ＩＮＮ豊橋駅東口,108328,,,34.76596983,137.3831378,愛知県豊橋市大橋通2-135,0532-81-1045
ホテルルートイン豊橋駅前,164933,,,34.76634438,137.3832062,愛知県豊橋市大橋通2-139,050-5847-7560
豊橋ステーションホテル（くれたけホテルチェーン）,15249,,,34.75960114,137.3850823,愛知県豊橋市西小田原町103,0532-56-1919
ニュー東洋ホテル２＜豊橋駅西口＞,16341,,,34.75832064,137.3812632,愛知県豊橋市八通町98-1,0532-33-1000
豊橋ビジネスホテル,109436,,,34.7656033,137.3873291,愛知県豊橋市花園町12,0532-55-9222
備長炭の湯　ホテルクラウンヒルズ豊橋（ＢＢＨホテルグループ）,178410,,,34.7672943,137.3886035,愛知県豊橋市札木町66-1,050-3196-1067
天然温泉　つつじの湯　ドーミーインＥＸＰＲＥＳＳ豊橋,188737,,,34.76580545,137.3905752,愛知県豊橋市札木町118,0532-54-5489
割烹旅館　松米,14372,,,34.76700046,137.3912926,愛知県豊橋市八町通2-46,0532-52-5058
ビジネスホテル　おかだ家豊橋店,32208,,,34.74990204,137.3772305,愛知県豊橋市堂坂町34-1,0532-47-1111
大黒屋旅館＜愛知県＞,8374,,,34.74970235,137.3888296,愛知県豊橋市小池町角田1,0532-45-3958
ビジネスホテル　はしら,10674,,,34.74918269,137.3775639,愛知県豊橋市柱三番町8,0532-46-4441
ロワジールホテル豊橋,7781,,,34.74363314,137.3705758,愛知県豊橋市藤沢町141,0532-48-3131
ホテルアーク,195947,,,35.1817554,137.021216,愛知県名古屋市名東区藤見が丘9,052-771-7777
ホテルルートインＧｒａｎｄ名古屋藤が丘駅前,193028,,,35.18311,137.0189254,愛知県名古屋市名東区明が丘51,050-5576-7776
ホテルビーナスガーデン【大人専用１８禁・ハピホテ提携】,163341,,,35.1759555,137.0192014,愛知県名古屋市名東区本郷3-159,052-774-2111
ゲストハウス　ＴＯＨＯ　Ｌｅａｒｎｉｎｇ　Ｈｏｕｓｅ,162690,,,35.17563631,136.9958983,愛知県名古屋市名東区社台2-148,052-737-1315
▽ルバル桃太郎／民泊,184974,,,35.17473108,136.9930018,愛知県名古屋市名東区よもぎ台3-1201　ル・バル一社,080-8975-0833
◇ルバル桃太郎／民泊,184973,,,35.1747472,136.9929741,愛知県名古屋市名東区よもぎ台3-1201　◇ルバル桃太郎,080-8975-0833
ルバル桃太郎／民泊,176093,,,35.1747629,136.9929577,愛知県名古屋市名東区よもぎ台3-1201　ルバル一社,080-8975-0833
◎ルバル桃太郎／民泊,176109,,,35.1747629,136.9929577,愛知県名古屋市名東区よもぎ台3-1201　ルバル一社,080-8975-0833
☆ルバル桃太郎／民泊,176110,,,35.1747629,136.9929577,愛知県名古屋市名東区よもぎ台3-1201　ルバル一社,080-8975-0833
